Title,Company,Min. Years of Exp. Required,Fresh Grad/Less Exp.,Classification,Posted Date,Job ID,URL,Exaction Location,District,Area,Min_Salary,Max_Salary
"Business Analyst - Data Migration Project- HKD 35,000 - 55,000/Month",Techforce Group Limited,,False,Information & Communication Technology,2024-06-22 04:00:00,76743829,https://hk.jobsdb.com/job/76743829,,,Hong Kong,35000,50000
Research Associate (SOL) (Ref.: 24001IJ),Hong Kong Metropolitan University,,False,Science & Technology,2024-07-16 04:00:00,77279485,https://hk.jobsdb.com/job/77279485,Ho Man Tin,Kowloon City,Kowloon,0,0
Assistant Business Analyst (Fresh Graduates are welcome)(1),Global Technology Integrator Ltd – GTI,1,False,Information & Communication Technology,2024-07-11 04:00:00,77181673,https://hk.jobsdb.com/job/77181673,Ngau Tau Kok,Kwun Tong,Kowloon,0,0
Database Administrator ( RDBMS + Big data ),Expert Systems Limited,7,False,Information & Communication Technology,2024-06-29 04:00:00,76906105,https://hk.jobsdb.com/job/76906105,Kwun Tong,Kwun Tong,Kowloon,0,0
"Senior Officer / Assistant Manager, Marketing (CRM)","UNIQLO HONG KONG, LIMITED",5,False,Marketing & Communications,2024-07-16 04:00:00,77274270,https://hk.jobsdb.com/job/77274270,Tsim Sha Tsui,Yau Tsim Mong,Kowloon,0,0
"Analyst , Futures & Options/Exchange Traded Derivatives, Business Operations",BOC International Holdings Ltd,2,False,Banking & Financial Services,2024-07-13 04:00:00,77236291,https://hk.jobsdb.com/job/77236291,Sheung Wan,Central and Western,Hong Kong,0,0
Sales Manager – Renovation Services,Codeco Technology Limited,,True,Sales,2024-07-10 04:00:00,77151213,https://hk.jobsdb.com/job/77151213,Shau Kei Wan,Eastern,Hong Kong,0,0
Senior / Sales Operations Planning Executive (General Trade),Swire Coca-Cola HK Ltd,2,True,Sales,2024-07-09 04:00:00,77113710,https://hk.jobsdb.com/job/77113710,,Sha Tin,New Territories,0,0
Senior Finance Analyst,Techtonic Consulting Limited,3,False,Accounting,2024-07-17 04:00:00,77322579,https://hk.jobsdb.com/job/77322579,Sai Ying Pun,Central and Western,Hong Kong,0,0
"Sustainability Associate, Global Financial Institutions & Banks",ProJOB21.com Ltd,4,False,Consulting & Strategy,2024-07-17 15:00:00,77347278,https://hk.jobsdb.com/job/77347278,Central,Central and Western,Hong Kong,0,0
Regional Sales Manager 區域銷售經理,帆软软件有限公司,,False,Sales,2024-07-10 04:00:00,77138850,https://hk.jobsdb.com/job/77138850,,Wan Chai,Hong Kong,0,0
Research Associate/ Post-doctoral Fellow (Ref.: 200188),Laboratory of Data Discovery for Health Limited,3,False,Science & Technology,2024-07-16 04:00:00,77279984,https://hk.jobsdb.com/job/77279984,Science Park,Tai Po,New Territories,0,0
"Regional Analyst , Business Insight & Sales Planning",Davidoff of Geneva Hong Kong Limited,3,False,Information & Communication Technology,2024-06-25 04:00:00,76779778,https://hk.jobsdb.com/job/76779778,Quarry Bay,Eastern,Hong Kong,0,0
Senior QA Engineer,ASMPT Technology Hong Kong Limited,3,False,"Manufacturing, Transport & Logistics",2024-07-03 04:00:00,76978799,https://hk.jobsdb.com/job/76978799,Tsing Yi,Kwai Tsing,New Territories,0,0
"Data Analyst, Digital Business",Maxim's Caterers Limited,1,False,Information & Communication Technology,2024-06-21 04:00:00,76703092,https://hk.jobsdb.com/job/76703092,Lai Chi Kok,Sham Shui Po,Kowloon,0,0
Data and Reporting Analyst (D365 CRM),C & R Holdings Limited,1,False,Information & Communication Technology,2024-06-22 04:00:00,76749920,https://hk.jobsdb.com/job/76749920,,Kwun Tong,Kowloon,0,0
Bioinformatics Analyst,The University of Hong Kong,,True,Science & Technology,2024-07-12 04:00:00,77205938,https://hk.jobsdb.com/job/77205938,Pok Fu Lam,Southern,Hong Kong,0,0
Senior Business Analyst - Shared Service Application,Maxim's Caterers Limited,3,True,Information & Communication Technology,2024-07-13 04:00:00,77245449,https://hk.jobsdb.com/job/77245449,Lai Chi Kok,Sham Shui Po,Kowloon,0,0
Postdoctoral Researcher - Robotics & Embodied Intelligence,"TCL Corporate Research (Hong Kong) Co., Limited",,False,Information & Communication Technology,2024-06-28 04:00:00,76857059,https://hk.jobsdb.com/job/76857059,,Sha Tin,New Territories,0,0
"AVP/ Senior Associate/ Associate, Specialist, Data/Business Analytics (Campaign",DBS Bank (Hong Kong) Limited,3,True,Banking & Financial Services,2024-07-09 04:00:00,77122963,https://hk.jobsdb.com/job/77122963,Quarry Bay,Eastern,Hong Kong,0,0
Finance Analyst (Digital),Hong Kong Aero Engine Services Ltd,3,False,Accounting,2024-06-25 04:00:00,76776639,https://hk.jobsdb.com/job/76776639,Tseung Kwan O Industrial Estate,Sai Kung,New Territories,0,0
Finance Director,Brink's Asia Pacific Limited,,False,Accounting,2024-07-09 04:00:00,77116192,https://hk.jobsdb.com/job/77116192,Lai King,Kwai Tsing,New Territories,0,0
Financial Analyst,HGC Global Communications Limited,3,False,Accounting,2024-07-13 04:00:00,76817090,https://hk.jobsdb.com/job/76817090,Tsing Yi,Kwai Tsing,New Territories,0,0
"Officer, Business Analysis (FinTech and Innovation)",United Asia Finance Limited,3,True,Information & Communication Technology,2024-07-12 04:00:00,77214529,https://hk.jobsdb.com/job/77214529,Wan Chai,Wan Chai,Hong Kong,0,0
Supply Chain Coordinator,Tommy Bahama Global Sourcing Limited,3,False,"Manufacturing, Transport & Logistics",2024-07-13 04:00:00,77255918,https://hk.jobsdb.com/job/77255918,Kwun Tong,Kwun Tong,Kowloon,0,0
"Senior Business Analyst (6 months contract, Attractive Salary)",RecruitFirst Limited,5,False,Information & Communication Technology,2024-07-13 04:00:00,77239951,https://hk.jobsdb.com/job/77239951,,Hong Kong Island,Hong Kong,0,0
Digital Marketing Executive (Google / Facebook / YouTube / Brand / CRM),Perfect Medical Health Management Limited,2,False,"Advertising, Arts & Media",2024-06-29 04:00:00,76910301,https://hk.jobsdb.com/job/76910301,Mong Kok,Yau Tsim Mong,Kowloon,0,0
"Data Analytics Manager / Automation Lead (50k, ETL, Azure Cloud, ERP)",HR Plus (Talent) Limited,4,False,Information & Communication Technology,2024-07-08 04:00:00,75707998,https://hk.jobsdb.com/job/75707998,,Eastern,Hong Kong,40000,50000
"SAP System Analyst (Large corporation, 5 days)",Delken Group Limited,8,True,Information & Communication Technology,2024-07-17 04:00:00,77309396,https://hk.jobsdb.com/job/77309396,,Sha Tin,New Territories,0,0
"Business analyst (digital project, 22k-26k)",Linkers International Limited,2,False,Information & Communication Technology,2024-07-11 04:00:00,77179585,https://hk.jobsdb.com/job/77179585,Kwun Tong,Kwun Tong,Kowloon,20000,28000
Project Manager (IT Software Development),APJ Software (Hong Kong) Company Limited,,True,Information & Communication Technology,2024-07-03 04:00:00,76969496,https://hk.jobsdb.com/job/76969496,Kowloon Bay,Kwun Tong,Kowloon,45000,54999
Assistant Project Manager (Microsoft Power Platform),Uni-China (Business) Management Limited,5,True,Information & Communication Technology,2024-06-28 04:00:00,76860609,https://hk.jobsdb.com/job/76860609,Tsim Sha Tsui,Yau Tsim Mong,Kowloon,0,0
"Senior/Lead Consultant (Java, Perm, Gov projects, 45 - 57K)",Recruit Logic Limited,4,False,Information & Communication Technology,2024-07-02 04:00:00,76962719,https://hk.jobsdb.com/job/76962719,Wan Chai,Wan Chai,Hong Kong,45000,57000
Principal Business Analyst,HKR International Ltd,3,False,Information & Communication Technology,2024-07-10 04:00:00,77136402,https://hk.jobsdb.com/job/77136402,,Tsuen Wan,New Territories,0,0
"Logistics Senior Officer/Logistics Analyst (Hybrid Mode, Flexible Working hours)",Konica Minolta Business Technologies Mfg (HK) Ltd,4,False,"Manufacturing, Transport & Logistics",2024-07-17 09:00:00,76248180,https://hk.jobsdb.com/job/76248180,Ngau Tau Kok,Kwun Tong,Kowloon,0,0
Data Engineer (Insurance Firm),Cornerstone Global Partners,5,False,Information & Communication Technology,2024-07-09 04:00:00,77123341,https://hk.jobsdb.com/job/77123341,Central,Central and Western,Hong Kong,35000,50000
Programmer / GIS Programmer,Esri China (Hong Kong) Ltd,,False,Information & Communication Technology,2024-06-29 04:00:00,76912994,https://hk.jobsdb.com/job/76912994,Lai Chi Kok,Sham Shui Po,Kowloon,0,0
Senior Sustainability Manager,CHOW TAI FOOK JEWELLERY CO LTD,8,False,Consulting & Strategy,2024-07-16 04:00:00,77293517,https://hk.jobsdb.com/job/77293517,,Central and Western,Hong Kong,0,0
AI Researcher & Engineer,"Huawei Tech. Investment Co., Ltd",,False,Information & Communication Technology,2024-06-28 04:00:00,76860400,https://hk.jobsdb.com/job/76860400,Science Park,Tai Po,New Territories,0,0
Data Analyst(Power BI) - Leading Firm,KOS International Limited,2,False,Information & Communication Technology,2024-06-20 04:00:00,76683966,https://hk.jobsdb.com/job/76683966,,Central and Western,Hong Kong,0,0
(Senior) Data Analyst (Ref no: PH2314-JDB) [Fresh graduate Welcome!],Search & Select International Limited,1,False,Information & Communication Technology,2024-06-20 04:00:00,76675071,https://hk.jobsdb.com/job/76675071,,,Hong Kong,0,0
Lead Data Engineer,Michael Page International (HK) Ltd,,False,Information & Communication Technology,2024-07-10 04:00:00,77151137,https://hk.jobsdb.com/job/77151137,,Islands,New Territories,45000,63000
Customer Engagement Manager (FMCG | Non-manufacturing based company),Frieslandcampina (Hong Kong) Limited,2,False,Marketing & Communications,2024-07-09 04:00:00,77113415,https://hk.jobsdb.com/job/77113415,Mong Kok,Yau Tsim Mong,Kowloon,0,0
Senior Business Analyst - GenAI Projects - Telecommunications,TEKsystems,5,False,Information & Communication Technology,2024-07-14 04:00:00,77267253,https://hk.jobsdb.com/job/77267253,Quarry Bay,Eastern,Hong Kong,38000,50000
Programmer,Global Smart Development Limited,2,False,Information & Communication Technology,2024-06-29 04:00:00,76913258,https://hk.jobsdb.com/job/76913258,Lai Chi Kok,Sham Shui Po,Kowloon,0,0
Product Manager / Assistant Product Manager (Data Center and Cloud Services),HGC Global Communications Limited,5,False,Information & Communication Technology,2024-07-13 04:00:00,77250018,https://hk.jobsdb.com/job/77250018,Tsing Yi,Kwai Tsing,New Territories,0,0
Senior Credit Analyst,Bangkok Bank Public Co Ltd,8,False,Banking & Financial Services,2024-06-28 04:00:00,76862598,https://hk.jobsdb.com/job/76862598,Central,Central and Western,Hong Kong,0,0
Senior Facility Manager (Electrical),Newtech Facilities Management Limited,,False,Engineering,2024-06-30 04:00:00,76931647,https://hk.jobsdb.com/job/76931647,Kowloon Bay,Kwun Tong,Kowloon,0,0
Oracle System Analyst (VCO260/J25),VTECH Corporate Services Ltd,5,False,Information & Communication Technology,2024-07-17 04:00:00,77305597,https://hk.jobsdb.com/job/77305597,,Tai Po,New Territories,0,0
DATA ENGINEERING LEAD,Cathay Pacific Airways Ltd,5,True,Information & Communication Technology,2024-07-11 04:00:00,77166143,https://hk.jobsdb.com/job/77166143,Tung Chung,Islands,New Territories,0,0
Data Analyst - Sales Controlling,Super Dry China Limited,1,False,Information & Communication Technology,2024-06-29 04:00:00,76895206,https://hk.jobsdb.com/job/76895206,Kwun Tong,Kwun Tong,Kowloon,0,0
Business Analyst (Digital Platform) / Digital Forwarding Team (WFH Policy),Yusen Logistics Global Management Limited,2,False,Information & Communication Technology,2024-07-13 04:00:00,77252169,https://hk.jobsdb.com/job/77252169,Kwai Hing,Kwai Tsing,New Territories,0,0
Product Consultant,Gain Miles Assurance Consultants Limited,1,False,Insurance & Superannuation,2024-06-29 04:00:00,76912311,https://hk.jobsdb.com/job/76912311,Kwun Tong,Kwun Tong,Kowloon,0,0
Analyst Programmer / Senior Analyst Programmer,Hong Leong Insurance (Asia) Limited,1,False,Information & Communication Technology,2024-07-17 04:00:00,77305824,https://hk.jobsdb.com/job/77305824,North Point,Eastern,Hong Kong,0,0
System Analyst - Financial Services - C# & AI Solution,ConnectedGroup Limited,5,False,Information & Communication Technology,2024-07-16 04:00:00,77293033,https://hk.jobsdb.com/job/77293033,,Central and Western,Hong Kong,0,0
Customer Insights Senior Analyst,DFI Development (HK) Limited,,False,Marketing & Communications,2024-07-11 04:00:00,77173367,https://hk.jobsdb.com/job/77173367,Quarry Bay,Eastern,Hong Kong,0,0
"Insurance Company, Data Centre Operator, 2 Months Bonus",Beehire Personnel Limited,,True,Information & Communication Technology,2024-07-17 19:00:00,77353645,https://hk.jobsdb.com/job/77353645,,Wan Chai,Hong Kong,0,0
Equities Sales – Equities Department,CMB International Capital Corporation Limited,5,False,Banking & Financial Services,2024-06-29 04:00:00,76905883,https://hk.jobsdb.com/job/76905883,Central,Central and Western,Hong Kong,0,0
Analyst Programmer/ Programmer (Web/ Mobile),A&A Limited,3,False,Information & Communication Technology,2024-06-28 04:00:00,76866845,https://hk.jobsdb.com/job/76866845,,Kwun Tong,Kowloon,0,0
Business Analyst - Front office/ Middle office (project base),Robert Walters (HK) Ltd,2,True,Information & Communication Technology,2024-07-10 04:00:00,77159993,https://hk.jobsdb.com/job/77159993,,Central and Western,Hong Kong,0,0
(Senior/ Junior) Business Analyst,NVD Asia Logistics Hong Kong Limited,,False,Information & Communication Technology,2024-07-09 04:00:00,77121166,https://hk.jobsdb.com/job/77121166,,Wan Chai,Hong Kong,0,0
"Senior Coordinator, Logistics Operations",SF Supply Chain (Hong Kong) Limited,2,False,"Manufacturing, Transport & Logistics",2024-07-17 04:00:00,77323208,https://hk.jobsdb.com/job/77323208,Tsing Yi,Kwai Tsing,New Territories,0,0
Officer - Credit Policy & Analytics Department,Chong Hing Bank Ltd,1,True,Banking & Financial Services,2024-07-16 04:00:00,77278734,https://hk.jobsdb.com/job/77278734,Kowloon Bay,Kwun Tong,Kowloon,0,0
Financial Analyst (FP&A) | MNC,Morgan Half International (Hong Kong) Limited,2,False,Accounting,2024-07-14 04:00:00,77266477,https://hk.jobsdb.com/job/77266477,Hung Hom,Kowloon City,Kowloon,35000,40000
"Business Analyst, Cyber Security Projects",Aston Carter,,False,Information & Communication Technology,2024-07-09 04:00:00,77123093,https://hk.jobsdb.com/job/77123093,Central,Central and Western,Hong Kong,0,0
"Business Analyst (Bank, Welcome Fresh Grad)",PERSOLKELLY Hong Kong Limited,0,False,Information & Communication Technology,2024-07-09 04:00:00,77109303,https://hk.jobsdb.com/job/77109303,Quarry Bay,Eastern,Hong Kong,0,0
Business Data Analyst (Finance- related),ELEVATE Hong Kong Holdings Limited,2,False,Accounting,2024-06-18 04:00:00,76112594,https://hk.jobsdb.com/job/76112594,Quarry Bay,Eastern,Hong Kong,0,0
Data Analyst,Animoca Brands Limited,2,False,Information & Communication Technology,2024-06-18 04:00:00,76304988,https://hk.jobsdb.com/job/76304988,,,Hong Kong,0,0
Quality Assurance Manager,China Aircraft Services Limited,3,False,"Manufacturing, Transport & Logistics",2024-07-17 15:00:00,77346754,https://hk.jobsdb.com/job/77346754,Airport Area,Islands,New Territories,0,0
Insurance Claims Handler / Loss Adjuster,Toplis & Harding (Hong Kong) Limited,1,False,Insurance & Superannuation,2024-06-28 04:00:00,76873982,https://hk.jobsdb.com/job/76873982,Kwun Tong,Kwun Tong,Kowloon,0,0
Manager - Rewards,CITIC Pacific Limited,8,False,Human Resources & Recruitment,2024-06-29 04:00:00,76906778,https://hk.jobsdb.com/job/76906778,Admiralty,Central and Western,Hong Kong,0,0
Data Analyst / Junior Data Analyst,Bank of China (Hong Kong) Limited,3,True,Information & Communication Technology,2024-06-18 04:00:00,75967158,https://hk.jobsdb.com/job/75967158,,,Hong Kong,0,0
Senior Digital Marketer,BioMed Technology Holdings Limited,3,False,Marketing & Communications,2024-06-18 04:00:00,76562840,https://hk.jobsdb.com/job/76562840,Chai Wan,Eastern,Hong Kong,20000,28000
Regional Finance Director,VEGA Global Limited,1,False,Accounting,2024-07-06 04:00:00,77078367,https://hk.jobsdb.com/job/77078367,Kwai Chung,Kwai Tsing,New Territories,0,0
AVP - Financial Planning & Analysis (FP&A) - Corporate Banking,BDO Financial Services Limited,5,False,Accounting,2024-07-17 04:00:00,77313261,https://hk.jobsdb.com/job/77313261,Quarry Bay,Eastern,Hong Kong,55000,65000
"Manager, Business Consultant",Goldfinity Company Limited,8,False,Consulting & Strategy,2024-06-28 04:00:00,76866243,https://hk.jobsdb.com/job/76866243,,Hong Kong Island,Hong Kong,70000,80000
Financial Planning and Analysis (FP&A) Manager,VEGA Global Limited,8,False,Accounting,2024-07-06 04:00:00,77078637,https://hk.jobsdb.com/job/77078637,,Kwai Tsing,New Territories,0,0
