Title,Company,Min. Years of Exp. Required,Fresh Grad/Less Exp.,Classification,Posted Date,Job ID,URL,Exaction Location,District,Area,Min_Salary,Max_Salary
E-Commerce Officer,Pan Lloyds Publishers Limited,3,True,Marketing & Communications,2024-07-12 07:00:00,77210930,https://hk.jobsdb.com/job/77210930,,Tsuen Wan,New Territories,0,0
Principal Business Analyst,HKR International Ltd,3,False,Information & Communication Technology,2024-07-10 07:00:00,77136402,https://hk.jobsdb.com/job/77136402,,Tsuen Wan,New Territories,0,0
Japanese Speaking Market Analyst (SDG-106973),RGF HR Agent Hong Kong Limited,3,False,Marketing & Communications,2024-07-09 07:00:00,77111745,https://hk.jobsdb.com/job/77111745,,Hong Kong Island,Hong Kong,30000,35000
"VP, Lead IT Business Analyst/PM (Loan/Deposit)",Ambition,8,True,Information & Communication Technology,2024-07-11 07:00:00,77178556,https://hk.jobsdb.com/job/77178556,,Central and Western,Hong Kong,70000,90000
"Treasury Analyst (≤25k x 13 months, market leading MNC, attractive benefits)",HR Plus (Talent) Limited,1,False,Accounting,2024-07-17 07:00:00,77310041,https://hk.jobsdb.com/job/77310041,Kowloon Bay,Kwun Tong,Kowloon,18000,25000
(UP to 50K) Senior Business Analyst / UAT Officer (Banking and Insurance),Seamatch Asia Limited,3,True,Information & Communication Technology,2024-07-11 07:00:00,77167878,https://hk.jobsdb.com/job/77167878,Central,Central and Western,Hong Kong,0,0
HRIS Senior Specialist (SAP HCM and SuccessFactors),Michael Page International (HK) Ltd,3,False,Information & Communication Technology,2024-07-16 07:00:00,77284009,https://hk.jobsdb.com/job/77284009,,Central and Western,Hong Kong,0,0
IT Business Analyst,JFE Consulting Limited,,False,Information & Communication Technology,2024-07-04 07:00:00,77015825,https://hk.jobsdb.com/job/77015825,,,Hong Kong,0,0
Application Support (Kwun Tong),Kintetsu World Express (HK) Limited,2,False,Information & Communication Technology,2024-07-13 07:00:00,77247028,https://hk.jobsdb.com/job/77247028,Kwun Tong,Kwun Tong,Kowloon,0,0
Regional Sales Engineer - Greater China & Korea,Thales Solutions and Services Hong Kong Limited,,False,Information & Communication Technology,2024-07-16 07:00:00,77278184,https://hk.jobsdb.com/job/77278184,Mong Kok,Yau Tsim Mong,Kowloon,0,0
Assistant Project Manager (Front-End),Octopus Holdings Limited,6,True,Information & Communication Technology,2024-07-17 09:00:00,77333246,https://hk.jobsdb.com/job/77333246,,Hong Kong Island,Hong Kong,0,0
Senior Finance Analyst,Techtonic Consulting Limited,3,False,Accounting,2024-07-17 07:00:00,77322579,https://hk.jobsdb.com/job/77322579,Sai Ying Pun,Central and Western,Hong Kong,0,0
General Banking Manager at Hang Seng Bank Ltd,Jobsdb - SmartHire,1,False,Banking & Financial Services,2024-07-17 07:00:00,77107779,https://hk.jobsdb.com/job/77107779,Mong Kok,Yau Tsim Mong,Kowloon,0,0
IT Project Manager - Software Development [ Perm Job Kowloon Bay],Conners Consulting Limited,5,False,Information & Communication Technology,2024-07-17 18:00:00,77352785,https://hk.jobsdb.com/job/77352785,Kowloon Bay,Kwun Tong,Kowloon,0,0
Consulting- Technology Strategy & Transformation - Technology & Integration Lead,EY,1,True,Consulting & Strategy,2024-07-13 07:00:00,77252248,https://hk.jobsdb.com/job/77252248,,Hong Kong Island,Hong Kong,0,0
Business Analyst (Securities),Hays Hong Kong Limited,1,True,Information & Communication Technology,2024-07-04 07:00:00,77018395,https://hk.jobsdb.com/job/77018395,,Central and Western,Hong Kong,0,0
Regional Project Manager – Insurance Policy Administration System Migration,JNL Consulting Limited,,False,Information & Communication Technology,2024-07-17 16:00:00,77347698,https://hk.jobsdb.com/job/77347698,,Central and Western,Hong Kong,0,0
System Analyst,Solution Expert Technology Limited,,False,Information & Communication Technology,2024-07-17 07:00:00,77305164,https://hk.jobsdb.com/job/77305164,Kwai Hing,Kwai Tsing,New Territories,0,0
Assistant Operation Manager (Data Center),ASK IT LIMITED,5,False,Information & Communication Technology,2024-07-17 07:00:00,77308844,https://hk.jobsdb.com/job/77308844,Kowloon Bay,Kwun Tong,Kowloon,0,0
Assistant Project Manager at Kin Wing Engineering Company Limited,Jobsdb - SmartHire,8,False,Construction,2024-07-17 07:00:00,77117893,https://hk.jobsdb.com/job/77117893,Lai Chi Kok,Sham Shui Po,Kowloon,0,0
Operations Analyst,XJCP Limited,1,False,Banking & Financial Services,2024-07-17 07:00:00,77316105,https://hk.jobsdb.com/job/77316105,Causeway Bay,Wan Chai,Hong Kong,0,0
Project Manager / Assistant Project Manager (RPA development),Bank of China (Hong Kong) Limited,3,False,Information & Communication Technology,2024-07-14 07:00:00,77262266,https://hk.jobsdb.com/job/77262266,,Yau Tsim Mong,Kowloon,0,0
IT PRACTICE LEAD,Cathay Pacific Airways Ltd,5,True,Information & Communication Technology,2024-07-17 10:00:00,77334946,https://hk.jobsdb.com/job/77334946,Tung Chung,Islands,New Territories,0,0
Business Analyst / Senior Business Analyst,Automated Systems (HK) Ltd,2,False,Information & Communication Technology,2024-07-04 07:00:00,73528485,https://hk.jobsdb.com/job/73528485,,,Hong Kong,0,0
APS Global Prime Finance Incident Manager,Jobsdb - SmartHire,5,False,Information & Communication Technology,2024-07-17 07:00:00,76948665,https://hk.jobsdb.com/job/76948665,Central,Central and Western,Hong Kong,0,0
Financial Analyst (Property),Wheelock Properties (Hong Kong) Limited 會德豐地產 (香港) 有限公司,6,False,Banking & Financial Services,2024-07-17 07:00:00,77309497,https://hk.jobsdb.com/job/77309497,,Southern,Hong Kong,0,0
Business Development,北京三快在線科技有限公司,,True,Sales,2024-07-13 07:00:00,77248587,https://hk.jobsdb.com/job/77248587,,Sham Shui Po,Kowloon,20000,30000
Assistant / Project Manager - Digital,Ever Star Consultants Limited,2,False,Information & Communication Technology,2024-07-15 07:00:00,77270343,https://hk.jobsdb.com/job/77270343,,,Kowloon,0,0
"Senior Manager, Property Management (Hysan Place)",Hysan Development Co Ltd,8,False,Real Estate & Property,2024-07-13 07:00:00,77239900,https://hk.jobsdb.com/job/77239900,Causeway Bay,Wan Chai,Hong Kong,0,0
Transformation and Technology Specialist,The Hong Kong Institute Of Bankers,3,False,Information & Communication Technology,2024-07-16 07:00:00,77061256,https://hk.jobsdb.com/job/77061256,Sheung Wan,Central and Western,Hong Kong,0,0
Business Analyst,SmarTone Telecommunications Limited,,False,Information & Communication Technology,2024-07-03 07:00:00,76985709,https://hk.jobsdb.com/job/76985709,Ngau Tau Kok,Kwun Tong,Kowloon,0,0
"SAP System Analyst (Large corporation, 5 days)",Delken Group Limited,8,True,Information & Communication Technology,2024-07-17 07:00:00,77309396,https://hk.jobsdb.com/job/77309396,,Sha Tin,New Territories,0,0
Electronic Trading – Application Support,Jobsdb - SmartHire,1,False,Information & Communication Technology,2024-07-17 07:00:00,76949317,https://hk.jobsdb.com/job/76949317,Central,Central and Western,Hong Kong,0,0
"Regional Program Manager (1 Year Contract, up to 120k)",Manpower Services (Hong Kong) Limited,,False,Insurance & Superannuation,2024-07-17 11:00:00,77336816,https://hk.jobsdb.com/job/77336816,Kwun Tong,Kwun Tong,Kowloon,0,0
Business Development Manager/Trainee (Welcome Fresh Graduate/IANG),Morpheus Human Resources Company,,True,Sales,2024-07-16 07:00:00,77287888,https://hk.jobsdb.com/job/77287888,Tsim Sha Tsui,Yau Tsim Mong,Kowloon,0,0
Financial Analyst,Citistore (Hong Kong) Limited,4,False,Accounting,2024-07-17 07:00:00,77309303,https://hk.jobsdb.com/job/77309303,,Tsuen Wan,New Territories,0,0
Project Manager / Assistant Project Manager (RPA development),Bank of China (Hong Kong) Limited,3,False,Information & Communication Technology,2024-07-14 07:00:00,77262264,https://hk.jobsdb.com/job/77262264,,Yau Tsim Mong,Kowloon,0,0
Copywriter - Mox (3169),Standard Chartered Bank,5,False,"Advertising, Arts & Media",2024-07-17 15:00:00,77345484,https://hk.jobsdb.com/job/77345484,Quarry Bay,Eastern,Hong Kong,0,0
Business Analyst,Ricacorp Properties Limited,1,False,Information & Communication Technology,2024-07-03 07:00:00,76976113,https://hk.jobsdb.com/job/76976113,Wan Chai,Wan Chai,Hong Kong,0,0
Analyst Programmer / Programmer (Web/ Mobile) at A&A Limited,Jobsdb - SmartHire,3,False,Information & Communication Technology,2024-07-17 07:00:00,77007763,https://hk.jobsdb.com/job/77007763,Kwun Tong,Kwun Tong,Kowloon,0,0
Program Executive: Entrepreneurship Program,CoCoon Born To Fly,5,False,Education & Training,2024-07-17 07:00:00,77322793,https://hk.jobsdb.com/job/77322793,,Central and Western,Hong Kong,0,0
Senior Data Analyst / Data Architect up to 65k,Pathsight Limited,7,True,Information & Communication Technology,2024-07-15 07:00:00,77268943,https://hk.jobsdb.com/job/77268943,,,Hong Kong,0,0
Business Analyst - Large Transformation Project - Telco - Attractive Salary,TEKsystems,5,False,Information & Communication Technology,2024-07-03 07:00:00,76988557,https://hk.jobsdb.com/job/76988557,Tai Kok Tsui,Yau Tsim Mong,Kowloon,30000,45000
eCommerce Executive (Official eShop),Sa Sa Dot Com Limited,1,False,Marketing & Communications,2024-07-16 07:00:00,77288818,https://hk.jobsdb.com/job/77288818,Chai Wan,Eastern,Hong Kong,0,0
Project Manager,3Link Company Limited,3,True,Construction,2024-07-17 07:00:00,76980252,https://hk.jobsdb.com/job/76980252,,Wong Tai Sin,Kowloon,0,0
"Product Proposition & Strategy, Principal (Senior Manager Level)",AIA Hong Kong,1,False,Marketing & Communications,2024-07-09 07:00:00,77124846,https://hk.jobsdb.com/job/77124846,,Hong Kong Island,Hong Kong,0,0
Assistant Project Manager,Ewell Hong Kong Limited,6,False,Construction,2024-07-16 07:00:00,75060252,https://hk.jobsdb.com/job/75060252,,Sha Tin,New Territories,0,0
Technology – ERP/ CRM Business Analyst,Accenture Technology Solutions (HK) Ltd,2,False,Information & Communication Technology,2024-07-09 07:00:00,77108567,https://hk.jobsdb.com/job/77108567,,,Kowloon,0,0
Business Analyst,Yusen Logistics (Hong Kong) Limited,2,True,Information & Communication Technology,2024-07-09 07:00:00,77116832,https://hk.jobsdb.com/job/77116832,Kwai Hing,Kwai Tsing,New Territories,0,0
Trade Controller,Santova Logistics Limited,,False,"Manufacturing, Transport & Logistics",2024-07-16 07:00:00,77284099,https://hk.jobsdb.com/job/77284099,Sheung Wan,Central and Western,Hong Kong,0,0
Associate Business Analyst/ Junior Business Analyst,Macroview Telecom Limited,1,True,Information & Communication Technology,2024-07-09 07:00:00,77108679,https://hk.jobsdb.com/job/77108679,Quarry Bay,Eastern,Hong Kong,0,0
Senior Information Technology Manager - Project Management & Business Analysis,"Nanyang Commercial Bank, Limited",1,True,Information & Communication Technology,2024-07-13 07:00:00,76581239,https://hk.jobsdb.com/job/76581239,Central,Central and Western,Hong Kong,0,0
Backend System Developer,i-CABLE Communications Limited,,False,Information & Communication Technology,2024-07-17 07:00:00,77316074,https://hk.jobsdb.com/job/77316074,,Tsuen Wan,New Territories,0,0
Client Service Project Manager (4385),Standard Chartered Bank,4,False,Banking & Financial Services,2024-07-10 07:00:00,77134865,https://hk.jobsdb.com/job/77134865,Aberdeen,Southern,Hong Kong,0,0
Underwriting Executive (General Insurance),Falcon Insurance Company (Hong Kong) Limited,3,False,Insurance & Superannuation,2024-07-17 07:00:00,77307685,https://hk.jobsdb.com/job/77307685,Tai Koo,Eastern,Hong Kong,0,0
Data Processing Officer (DPO),Total Credit Management Services Hong Kong Limited,,False,Administration & Office Support,2024-07-16 07:00:00,77287398,https://hk.jobsdb.com/job/77287398,Ngau Tau Kok,Kwun Tong,Kowloon,14000,17000
Senior Project Executive / Assistant Project Manager,Venus Solution Limited,5,False,Information & Communication Technology,2024-07-17 07:00:00,77154672,https://hk.jobsdb.com/job/77154672,Kwun Tong,Kwun Tong,Kowloon,0,0
"Vice President, Business Operations",PCCW Solutions,1,False,Information & Communication Technology,2024-07-11 07:00:00,77166307,https://hk.jobsdb.com/job/77166307,Causeway Bay,Wan Chai,Hong Kong,0,0
Product Manager (Digital Loyalty Platform),Octopus Holdings Limited,8,False,Information & Communication Technology,2024-07-17 09:00:00,77333356,https://hk.jobsdb.com/job/77333356,Kowloon Bay,Kwun Tong,Kowloon,0,0
IT Senior Business Analyst (Core Banking – Loan / Deposit),OCBC Bank (Hong Kong) Limited,,False,Information & Communication Technology,2024-07-09 07:00:00,77124295,https://hk.jobsdb.com/job/77124295,,Hong Kong Island,Hong Kong,0,0
"Assistant Manager, Office Leasing (New Project)",Hysan Development Co Ltd,5,False,Real Estate & Property,2024-07-13 07:00:00,77240083,https://hk.jobsdb.com/job/77240083,Causeway Bay,Wan Chai,Hong Kong,0,0
Assistant Project Manager,Octopus Holdings Limited,8,True,Information & Communication Technology,2024-07-17 07:00:00,77309540,https://hk.jobsdb.com/job/77309540,Kowloon Bay,Kwun Tong,Kowloon,0,0
Assistant Manager (Business Analysis) (Ref: SBA/AM-BA),Sino Group,7,False,Information & Communication Technology,2024-07-10 07:00:00,77153111,https://hk.jobsdb.com/job/77153111,Kowloon Bay,Kwun Tong,Kowloon,0,0
Product Manager (Project Management Background),FundPark Limited,3,False,Information & Communication Technology,2024-07-17 14:00:00,77344754,https://hk.jobsdb.com/job/77344754,Kwun Tong,Kwun Tong,Kowloon,0,0
System Analyst (Mobile),Green Tomato Limited,6,False,Information & Communication Technology,2024-07-10 07:00:00,77150920,https://hk.jobsdb.com/job/77150920,Kowloon Bay,Kwun Tong,Kowloon,0,0
"Business Analyst, Cyber Security Projects",Aston Carter,,False,Information & Communication Technology,2024-07-09 07:00:00,77123093,https://hk.jobsdb.com/job/77123093,Central,Central and Western,Hong Kong,0,0
"Specialist/Analyst, Quality Assurance (Healthcare)",DKSH Hong Kong Limited,,False,"Manufacturing, Transport & Logistics",2024-07-12 07:00:00,77219135,https://hk.jobsdb.com/job/77219135,Tsing Yi,Kwai Tsing,New Territories,0,0
Oracle System Analyst (VCO260/J25),VTECH Corporate Services Ltd,5,False,Information & Communication Technology,2024-07-17 07:00:00,77305597,https://hk.jobsdb.com/job/77305597,,Tai Po,New Territories,0,0
Senior Developer,METRO Sourcing International Limited,5,False,Information & Communication Technology,2024-07-09 07:00:00,77112084,https://hk.jobsdb.com/job/77112084,Kowloon Bay,Kwun Tong,Kowloon,0,0
Product Development Manager at LAUT International Limited,Jobsdb - SmartHire,5,False,"Manufacturing, Transport & Logistics",2024-07-17 07:00:00,76983964,https://hk.jobsdb.com/job/76983964,Cheung Sha Wan,Sham Shui Po,Kowloon,0,0
"Senior Data Analyst - Company Financials, ESG, Hong Kong",Bloomberg L P,3,False,Consulting & Strategy,2024-07-17 12:00:00,77346225,https://hk.jobsdb.com/job/77346225,,,Hong Kong,0,0
Project Manager / Assistant Project Manager (RPA development),Bank of China (Hong Kong) Limited,3,False,Banking & Financial Services,2024-07-14 07:00:00,77262265,https://hk.jobsdb.com/job/77262265,,Yau Tsim Mong,Kowloon,0,0
"Research Analyst, Asset Allocation",Principal Asset Management Company (Asia) Limited,2,False,Banking & Financial Services,2024-07-09 07:00:00,77110572,https://hk.jobsdb.com/job/77110572,,Wan Chai,Hong Kong,0,0
Senior Client Service Project Manager (4386),Standard Chartered Bank,4,False,Banking & Financial Services,2024-07-10 07:00:00,77138054,https://hk.jobsdb.com/job/77138054,Aberdeen,Southern,Hong Kong,0,0
Senior Client Service Project Manager (4387),Standard Chartered Bank,4,False,Banking & Financial Services,2024-07-10 07:00:00,77138255,https://hk.jobsdb.com/job/77138255,Aberdeen,Southern,Hong Kong,0,0
"Senior Analyst / Analyst, Power BI",Techtronic Industries Co Ltd,2,False,Information & Communication Technology,2024-07-14 07:00:00,77263363,https://hk.jobsdb.com/job/77263363,Kwai Hing,Kwai Tsing,New Territories,0,0
Business Analyst (Up to 30K!!!!),JFE Consulting Limited,2,False,Information & Communication Technology,2024-07-01 07:00:00,76937611,https://hk.jobsdb.com/job/76937611,,Yau Tsim Mong,Kowloon,25000,30000
Account Manager (up to 30k),**Private,3,False,Information & Communication Technology,2024-07-17 18:00:00,77352840,https://hk.jobsdb.com/job/77352840,North Point,Eastern,Hong Kong,0,0
Data Analyst (Digital Marketing & Customer Experience),FreightAmigo Services Limited,5,False,Marketing & Communications,2024-07-16 07:00:00,77282419,https://hk.jobsdb.com/job/77282419,,Yau Tsim Mong,Kowloon,0,0
System Developer (IT) at Dealer Send Logistics Limited,Jobsdb - SmartHire,,True,Information & Communication Technology,2024-07-17 07:00:00,76860828,https://hk.jobsdb.com/job/76860828,,Tsuen Wan,New Territories,0,0
Analyst Programmer,Miniwork Limited,2,True,Information & Communication Technology,2024-07-16 07:00:00,77279234,https://hk.jobsdb.com/job/77279234,,Tsuen Wan,New Territories,0,0
"Manager, Deposit & Mrtg Performance Mgt (2341)",Standard Chartered Bank,,False,Banking & Financial Services,2024-07-12 07:00:00,77202411,https://hk.jobsdb.com/job/77202411,,Kwun Tong,Kowloon,0,0
Internet & Mobile Banking: BA /Junior BA - Major Bank,IT Solutions Ltd.,1,True,Banking & Financial Services,2024-07-14 07:00:00,77262527,https://hk.jobsdb.com/job/77262527,,,Hong Kong,0,0
"Associate Director, Investment Fund Products",Standard Chartered Bank,5,False,Banking & Financial Services,2024-07-05 07:00:00,77040041,https://hk.jobsdb.com/job/77040041,,Kwun Tong,Kowloon,0,0
IT Project Officer / Assistant,Guardforce Ltd,,True,Information & Communication Technology,2024-07-17 07:00:00,73073163,https://hk.jobsdb.com/job/73073163,Hung Hom,Kowloon City,Kowloon,0,0
(Senior/ Junior) Business Analyst,NVD Asia Logistics Hong Kong Limited,,False,Information & Communication Technology,2024-07-09 07:00:00,77121166,https://hk.jobsdb.com/job/77121166,,Wan Chai,Hong Kong,0,0
"Business Analyst (Bank, Welcome Fresh Grad)",PERSOLKELLY Hong Kong Limited,0,False,Information & Communication Technology,2024-07-09 07:00:00,77109303,https://hk.jobsdb.com/job/77109303,Quarry Bay,Eastern,Hong Kong,0,0
Management Trainee,Yunfeng Financial Group Limited,1,False,Banking & Financial Services,2024-07-17 07:00:00,77320468,https://hk.jobsdb.com/job/77320468,,Wan Chai,Hong Kong,0,0
Data Center Senior E&M Project Manager,China Comservice (Hong Kong) Limited,5,False,Information & Communication Technology,2024-07-12 07:00:00,77199528,https://hk.jobsdb.com/job/77199528,Tsim Sha Tsui,Yau Tsim Mong,Kowloon,0,0
IT Business Analyst,JFE Consulting Limited,,False,Information & Communication Technology,2024-07-01 07:00:00,76937848,https://hk.jobsdb.com/job/76937848,,,Hong Kong,0,0
Non-financial Due Diligence Analyst and Investigator - Trainee,Total Credit Management Services Hong Kong Limited,,False,Banking & Financial Services,2024-07-09 07:00:00,77114178,https://hk.jobsdb.com/job/77114178,Ngau Tau Kok,Kwun Tong,Kowloon,15000,18000
Senior Business Analyst - ERP (Finance module),ConnectedGroup Limited,2,False,Information & Communication Technology,2024-07-09 07:00:00,77118797,https://hk.jobsdb.com/job/77118797,,Central and Western,Hong Kong,0,0
CRM ANALYST (1-YEAR CONTRACT),Henderson Land Development Company Limited,2,False,Marketing & Communications,2024-07-13 07:00:00,75951647,https://hk.jobsdb.com/job/75951647,Quarry Bay,Eastern,Hong Kong,0,0
Financial Planning Consultant 財務策劃顧問,D38ㅤ,,False,Banking & Financial Services,2024-07-16 07:00:00,77288722,https://hk.jobsdb.com/job/77288722,Causeway Bay,Wan Chai,Hong Kong,20000,30000
Assistant Financial Manager/Senior Financial Officer,"Bang Tai International Logistics Co., Limited",,False,Accounting,2024-07-17 07:00:00,77306419,https://hk.jobsdb.com/job/77306419,,Yuen Long,New Territories,25000,28000
"Business Analyst, Business Planning & Strategy (Leading Logistic/ Supply Chain)",Nesta (Hong Kong) Limited,2,False,"Manufacturing, Transport & Logistics",2024-07-09 07:00:00,77117699,https://hk.jobsdb.com/job/77117699,Mong Kok,Yau Tsim Mong,Kowloon,30000,32000
"Associate IT Manager, Regional Infrastructure & Operations",Mattel Asia Pacific Sourcing Ltd,7,True,Information & Communication Technology,2024-07-03 07:00:00,76983254,https://hk.jobsdb.com/job/76983254,Tsim Sha Tsui,Yau Tsim Mong,Kowloon,0,0
Project Manager (IT Software Development) at APJ Software (HK) Company Ltd,Jobsdb - SmartHire,1,True,Information & Communication Technology,2024-07-17 07:00:00,76788293,https://hk.jobsdb.com/job/76788293,Kowloon Bay,Kwun Tong,Kowloon,0,0
Data Analyst,Handao Technology Limited,,False,Information & Communication Technology,2024-06-28 07:00:00,76789825,https://hk.jobsdb.com/job/76789825,Tuen Mun,Tuen Mun,New Territories,35000,40000
System Analyst,Swire Properties Limited 太古地產有限公司,3,False,Information & Communication Technology,2024-07-13 07:00:00,76511599,https://hk.jobsdb.com/job/76511599,Quarry Bay,Eastern,Hong Kong,0,0
"VP, Team Lead, Customer Proposition Analytics, Data Chapter",DBS Bank (Hong Kong) Limited,1,False,Banking & Financial Services,2024-07-17 18:00:00,77351817,https://hk.jobsdb.com/job/77351817,Quarry Bay,Eastern,Hong Kong,0,0
