Title,Company,Min. Years of Exp. Required,Fresh Grad/Less Exp.,Classification,Posted Date,Job ID,URL,Exaction Location,District,Area,Min_Salary,Max_Salary
Business Analyst - Leading Insurance Company,TEKsystems,1,False,Information & Communication Technology,2024-07-15 06:00:00,77270448,https://hk.jobsdb.com/job/77270448,Kwun Tong,Kwun Tong,Kowloon,30000,40000
Project Finance Analyst at an European Bank in Hong Kong,Jobsdb - SmartHire,3,False,Accounting,2024-07-17 06:00:00,77014974,https://hk.jobsdb.com/job/77014974,Admiralty,Central and Western,Hong Kong,0,0
Assistant Project Manager / Project Manager- application,Jobsdb - SmartHire,5,False,Information & Communication Technology,2024-07-17 06:00:00,76947124,https://hk.jobsdb.com/job/76947124,Central,Central and Western,Hong Kong,0,0
Senior Project Executive/ Business Analyst (5 days work),Tech Nine Limited,2,True,Information & Communication Technology,2024-07-16 06:00:00,77275689,https://hk.jobsdb.com/job/77275689,Lai Chi Kok,Sham Shui Po,Kowloon,0,0
Business System Analyst / IT Development Group / (WFH Policy),Yusen Logistics Global Management Limited,5,False,Information & Communication Technology,2024-07-17 18:00:00,76900059,https://hk.jobsdb.com/job/76900059,Kwai Hing,Kwai Tsing,New Territories,0,0
Data / Business Analyst,MTM Labo Ltd,2,False,Marketing & Communications,2024-07-16 06:00:00,75233593,https://hk.jobsdb.com/job/75233593,Quarry Bay,Eastern,Hong Kong,0,0
Project Executive/ Associate Business Analyst,Million Tech Development Ltd,1,False,Information & Communication Technology,2024-07-04 06:00:00,77013938,https://hk.jobsdb.com/job/77013938,Lai Chi Kok,Sham Shui Po,Kowloon,0,0
Business Data Analyst,Datacube Research Centre Limited,2,False,Information & Communication Technology,2024-07-17 06:00:00,74055325,https://hk.jobsdb.com/job/74055325,Kwun Tong,Kwun Tong,Kowloon,0,0
Project Manager (IT Software Development),Jobsdb - SmartHire,1,True,Information & Communication Technology,2024-07-17 06:00:00,77034608,https://hk.jobsdb.com/job/77034608,Kowloon Bay,Kwun Tong,Kowloon,0,0
"Retail Operations Executive / Business Analyst (22k, market research, event)",HR Plus (Talent) Limited,1,False,Marketing & Communications,2024-07-17 06:00:00,77320148,https://hk.jobsdb.com/job/77320148,,,New Territories,15000,22000
IT Business Analyst,Uni-China (Business) Management Limited,2,False,Information & Communication Technology,2024-07-04 06:00:00,77016107,https://hk.jobsdb.com/job/77016107,Tsim Sha Tsui,Yau Tsim Mong,Kowloon,0,0
Business Development Analyst (Real Estate),PURE International (Hong Kong) Ltd,,False,Banking & Financial Services,2024-07-17 11:00:00,77339074,https://hk.jobsdb.com/job/77339074,Central,Central and Western,Hong Kong,0,0
Senior Financial & Business Analyst,International Trading Fashion & Apparel Supply Limited,4,False,Accounting,2024-07-11 06:00:00,77182363,https://hk.jobsdb.com/job/77182363,Kwai Hing,Kwai Tsing,New Territories,0,0
(UP to 50K) Senior Business Analyst / UAT Officer (Banking and Insurance),Seamatch Asia Limited,3,True,Information & Communication Technology,2024-07-17 06:00:00,77304224,https://hk.jobsdb.com/job/77304224,Central,Central and Western,Hong Kong,0,0
Senior Business Analyst (Digital Platform),TEKsystems,3,False,Information & Communication Technology,2024-07-16 06:00:00,77293185,https://hk.jobsdb.com/job/77293185,,Central and Western,Hong Kong,0,0
Business Analyst,SK Hong Kong Limited,2,True,Information & Communication Technology,2024-07-03 06:00:00,76983987,https://hk.jobsdb.com/job/76983987,Tsim Sha Tsui,Yau Tsim Mong,Kowloon,0,0
Business Analyst - Healthcare IT Solutions,Ewell Hong Kong Limited,3,True,Information & Communication Technology,2024-07-16 06:00:00,75821468,https://hk.jobsdb.com/job/75821468,,Sha Tin,New Territories,0,0
Project Manager at A&A Limited,Jobsdb - SmartHire,3,False,Information & Communication Technology,2024-07-17 06:00:00,77009879,https://hk.jobsdb.com/job/77009879,Kwun Tong,Kwun Tong,Kowloon,0,0
Junior Data Analyst (APAC Ecommerce & Retail) - 35K,Techforce Group Limited,3,False,Marketing & Communications,2024-07-17 15:00:00,77347917,https://hk.jobsdb.com/job/77347917,Tsim Sha Tsui,Yau Tsim Mong,Kowloon,25000,35000
Business Analyst,Nexify Limited,2,False,Information & Communication Technology,2024-07-13 06:00:00,77240271,https://hk.jobsdb.com/job/77240271,,Kwun Tong,Kowloon,0,0
Business Analyst,Total Ticketing Limited,,False,Information & Communication Technology,2024-07-13 06:00:00,77250074,https://hk.jobsdb.com/job/77250074,Sheung Wan,Central and Western,Hong Kong,0,0
IT Business Analyst / Consultant (Junior),Recur Limited,,False,Information & Communication Technology,2024-07-16 06:00:00,77295061,https://hk.jobsdb.com/job/77295061,Causeway Bay,Wan Chai,Hong Kong,0,0
Business Planning Analyst at YesStyle.com Limited,Jobsdb - SmartHire,,False,Information & Communication Technology,2024-07-17 06:00:00,76845172,https://hk.jobsdb.com/job/76845172,Kwai Hing,Kwai Tsing,New Territories,0,0
Quality Assurance(QA) Tester,Chief Group Limited,,False,Information & Communication Technology,2024-07-16 06:00:00,77276115,https://hk.jobsdb.com/job/77276115,Sheung Wan,Central and Western,Hong Kong,0,0
Business Analyst - Associate - Technology Service Operations,Hong Kong Exchanges & Clearing Ltd,2,False,Information & Communication Technology,2024-07-16 06:00:00,77295440,https://hk.jobsdb.com/job/77295440,,,Hong Kong,0,0
Business Analyst,Shiji Information Technology (Hong Kong) Limited,2,False,Information & Communication Technology,2024-07-13 06:00:00,77243662,https://hk.jobsdb.com/job/77243662,Kwun Tong,Kwun Tong,Kowloon,0,0
(Up to 55K-75K) System Analyst/ Analyst Programmer / Business Analyst,Seamatch Asia Limited,2,True,Information & Communication Technology,2024-07-16 06:00:00,77275191,https://hk.jobsdb.com/job/77275191,,Central and Western,Hong Kong,55000,75000
Business Analyst - Banking Projects (Five day work weeks),Excel Technology International (Hong Kong) Limited,,False,Banking & Financial Services,2024-07-16 06:00:00,77295414,https://hk.jobsdb.com/job/77295414,,,Hong Kong,0,0
IT Business Analyst - 5-day work,Centaline Securities Limited,2,True,Information & Communication Technology,2024-07-13 06:00:00,77252145,https://hk.jobsdb.com/job/77252145,Tsim Sha Tsui,Yau Tsim Mong,Kowloon,0,0
"Business Analyst, Application System Team (5 days)",Delken Group Limited,5,True,Information & Communication Technology,2024-06-28 06:00:00,76864431,https://hk.jobsdb.com/job/76864431,Kwun Tong,Kwun Tong,Kowloon,0,0
Trade & Supply Chain Application L2 support,Jobsdb - SmartHire,5,False,"Manufacturing, Transport & Logistics",2024-07-17 06:00:00,77017368,https://hk.jobsdb.com/job/77017368,,Central and Western,Hong Kong,0,0
Senior ERP Business Analyst (2-year contract) (Ref: JD/CSBA/04/2024),Citybus Limited,4,True,Information & Communication Technology,2024-07-16 06:00:00,74707307,https://hk.jobsdb.com/job/74707307,Chai Wan,Eastern,Hong Kong,0,0
Business Analyst / Junior Business Analyst (Finance Team),Manulife (International) Limited,,False,Insurance & Superannuation,2024-07-15 06:00:00,77268840,https://hk.jobsdb.com/job/77268840,Ngau Tau Kok,Kwun Tong,Kowloon,0,0
Business Analyst (Digital Platform) / Digital Forwarding Team (WFH Policy),Yusen Logistics Global Management Limited,2,False,Information & Communication Technology,2024-07-13 06:00:00,77252169,https://hk.jobsdb.com/job/77252169,Kwai Hing,Kwai Tsing,New Territories,0,0
Senior Solution Analyst,NTT DATA Hong Kong Limited,2,False,Information & Communication Technology,2024-07-17 06:00:00,77321614,https://hk.jobsdb.com/job/77321614,Tai Koo,Eastern,Hong Kong,0,0
Business Intelligence Analyst,Technicon Engineering Ltd,,False,Information & Communication Technology,2024-07-16 06:00:00,77289773,https://hk.jobsdb.com/job/77289773,Kwai Fong,Kwai Tsing,New Territories,0,0
Top Tier Insurance - Senior Business Analyst - Up to $45k,Gravitas Recruitment Group (Hong Kong) Limited,3,False,Information & Communication Technology,2024-07-16 06:00:00,77279031,https://hk.jobsdb.com/job/77279031,,Central and Western,Hong Kong,35000,45000
Business Analyst - Cargo Distribution (5-Day Work),Global Logistics System (HK) Co Ltd,,False,Information & Communication Technology,2024-07-13 06:00:00,77240423,https://hk.jobsdb.com/job/77240423,Airport Area,Islands,New Territories,0,0
Business Analyst (Ref: JDB/HRM/BA),Computer And Technologies Resources Limited,3,False,Information & Communication Technology,2024-07-16 06:00:00,77284940,https://hk.jobsdb.com/job/77284940,Wong Chuk Hang,Southern,Hong Kong,0,0
Senior Business Analyst / Business Analyst,Chinachem Group,3,False,Marketing & Communications,2024-07-14 06:00:00,76586784,https://hk.jobsdb.com/job/76586784,,Tsuen Wan,New Territories,0,0
Project Manager (Hotel Opening Project) at Optimum Solutions (Hong Kong) Limited,Jobsdb - SmartHire,8,False,Information & Communication Technology,2024-07-17 06:00:00,76944418,https://hk.jobsdb.com/job/76944418,Central,Central and Western,Hong Kong,0,0
Business Analyst,HGC Global Communications Limited,5,False,Information & Communication Technology,2024-07-13 06:00:00,76434235,https://hk.jobsdb.com/job/76434235,Tsing Yi,Kwai Tsing,New Territories,0,0
Actuarial Analyst - HSBC Life,HSBC,,False,Insurance & Superannuation,2024-07-16 06:00:00,77282361,https://hk.jobsdb.com/job/77282361,,Central and Western,Hong Kong,0,0
Business Analyst,ParaDM Company Limited,2,False,Information & Communication Technology,2024-07-12 06:00:00,75548439,https://hk.jobsdb.com/job/75548439,,Kwun Tong,Kowloon,0,0
"Business Analyst, Life Business Solutions",Zurich Insurance (Hong Kong),3,False,Information & Communication Technology,2024-07-12 06:00:00,77218698,https://hk.jobsdb.com/job/77218698,Quarry Bay,Eastern,Hong Kong,0,0
Business Analyst / Data Analyst,Purapharm International (H.K.) Limited,2,False,Information & Communication Technology,2024-07-06 06:00:00,77066558,https://hk.jobsdb.com/job/77066558,,Tai Po,New Territories,0,0
Junior Analyst -- Talents and Organizations,KEEN CITY HOLDINGS LIMITED,1,False,Human Resources & Recruitment,2024-07-17 11:00:00,77338080,https://hk.jobsdb.com/job/77338080,Quarry Bay,Eastern,Hong Kong,0,0
Business Analyst - Insurance - Data Hub Project - WFH,TEKsystems,3,False,Information & Communication Technology,2024-07-14 06:00:00,77267242,https://hk.jobsdb.com/job/77267242,Hung Hom,Kowloon City,Kowloon,36000,46000
"QA tester (Manual, 6-9 month Contract, 35 - 45K, MNC IT solution firm)",Recruit Logic Limited,,False,Information & Communication Technology,2024-07-16 06:00:00,77280535,https://hk.jobsdb.com/job/77280535,Sha Tin,Sha Tin,New Territories,35000,45000
Product Officer/Business Analyst -IT Strategist - Conglomerate,Robert Walters (HK) Ltd,3,False,Information & Communication Technology,2024-07-12 06:00:00,77205667,https://hk.jobsdb.com/job/77205667,,Central and Western,Hong Kong,35000,45000
Business Analyst,Integrated Corporation,,False,Information & Communication Technology,2024-07-11 06:00:00,77179592,https://hk.jobsdb.com/job/77179592,Sheung Wan,Central and Western,Hong Kong,0,0
"Insurance Business Analyst (AM/M, User Side - Policy Administration)",Cornerstone Global Partners,,False,Information & Communication Technology,2024-07-05 06:00:00,77040638,https://hk.jobsdb.com/job/77040638,,Hong Kong Island,Hong Kong,40000,60000
"Section Head, Business Analysis (Business System)",Bank of Communications Hong Kong Branch,8,False,Information & Communication Technology,2024-07-16 06:00:00,77277115,https://hk.jobsdb.com/job/77277115,,,Hong Kong,0,0
Digital Product Specialist,Plotio Financial Group Limited,2,False,Marketing & Communications,2024-07-17 06:00:00,77310030,https://hk.jobsdb.com/job/77310030,Tsim Sha Tsui,Yau Tsim Mong,Kowloon,0,0
Business Analyst (Automation),AT Global Services Limited,3,False,Information & Communication Technology,2024-07-12 06:00:00,77218184,https://hk.jobsdb.com/job/77218184,Wan Chai,Wan Chai,Hong Kong,0,0
"Deputy Manager to SM, SME Business (Online Acquiring BD Manager)",Industrial and Commercial Bank of China (Asia) Limited,3,False,Sales,2024-07-16 06:00:00,77283696,https://hk.jobsdb.com/job/77283696,Kwun Tong,Kwun Tong,Kowloon,0,0
Assistant Business Analyst,BBMSL Limited,,True,Consulting & Strategy,2024-07-12 07:00:00,77213263,https://hk.jobsdb.com/job/77213263,,Tsuen Wan,New Territories,0,0
Financial Analyst,Albaugh Asia Pacific Limited,5,False,Accounting,2024-07-14 07:00:00,77264431,https://hk.jobsdb.com/job/77264431,Chai Wan,Eastern,Hong Kong,0,0
