Title,Company,Min. Years of Exp. Required,Fresh Grad/Less Exp.,Location,Classification,Salary,Posted Date,Job ID,URL
Senior Manager - Storage and Data Backup (Ref# SMSADB20240716J),Hong Kong Cyberport Management Co Ltd,1,True,"Cyberport, Southern District",Information & Communication Technology,,2024-07-17 04:00:00,77320526,https://hk.jobsdb.com/job/77320526
Business Development Manager (Double pay),SAVINO DEL BENE CHINA LIMITED,3,False,Sha Tin District,"Manufacturing, Transport & Logistics",,2024-07-10 04:00:00,77151430,https://hk.jobsdb.com/job/77151430
Consultant Specialist (HQ Ref. #P24037),Monkey Tree English Learning Center,5,False,Hong Kong,CEO & General Management,"$30,000 per month",2024-07-04 04:00:00,77004723,https://hk.jobsdb.com/job/77004723
Helpdesk Analyst,Lucky27 Limited,,False,Central and Western District,Call Centre & Customer Service,,2024-07-17 11:00:00,77337556,https://hk.jobsdb.com/job/77337556
(Up to 55K-75K) System Analyst/ Analyst Programmer / Business Analyst,Seamatch Asia Limited,2,True,Central and Western District,Information & Communication Technology,"$55,000 - $75,000 per month",2024-07-16 04:00:00,77275191,https://hk.jobsdb.com/job/77275191
Marketing & Promotions Officer (CRM) - Citygate,Swire Properties Limited 太古地產有限公司,3,False,"Tung Chung, Islands District",Marketing & Communications,,2024-07-17 12:00:00,76988466,https://hk.jobsdb.com/job/76988466
Digital Specialist,IPG Mediabrands (HK) Limited,0,False,"Quarry Bay, Eastern District",Information & Communication Technology,,2024-07-11 04:00:00,77171931,https://hk.jobsdb.com/job/77171931
Sales Manager / Asst. Sales Manager (Key Account),Aji-No-Chinmi Co (Hong Kong) Ltd,2,False,"Tsing Yi, Kwai Tsing District",Sales,,2024-07-10 04:00:00,77143477,https://hk.jobsdb.com/job/77143477
Business Development Analyst (Real Estate),PURE International (Hong Kong) Ltd,,False,"Central, Central and Western District",Banking & Financial Services,,2024-07-17 11:00:00,77339074,https://hk.jobsdb.com/job/77339074
Junior Trader in the Pulp and Paper Industry (m/f/d) - South-East Asia,Europcell Hong Kong Limited,,False,Sha Tin District,Sales,,2024-06-27 04:00:00,76852079,https://hk.jobsdb.com/job/76852079
"AVP, Quantitative Risk Management, Group Risk Management",ConnectedGroup Limited,6,False,Central and Western District,Banking & Financial Services,Bonus,2024-07-17 04:00:00,77318052,https://hk.jobsdb.com/job/77318052
System Analyst (HK Island / Airport) (Ref: JDB/ENS/SA),Computer And Technologies Solutions Limited,3,True,Hong Kong Island,Information & Communication Technology,,2024-07-16 04:00:00,77285194,https://hk.jobsdb.com/job/77285194
"Assistant Manager / Bank Officer, Customer Data Maintenance (6-month contract)",OCBC Bank (Hong Kong) Limited,5,False,"Sheung Wan, Central and Western District",Banking & Financial Services,,2024-07-17 04:00:00,76875943,https://hk.jobsdb.com/job/76875943
Partnerships Manager - Mox (4452),Standard Chartered Bank,1,False,"Quarry Bay, Eastern District",Banking & Financial Services,,2024-07-03 04:00:00,76982391,https://hk.jobsdb.com/job/76982391
Assistant Client Engagement Manager (Luxury Fashion Brand),Magic Search Limited,6,False,Hong Kong,Marketing & Communications,,2024-07-04 04:00:00,77019269,https://hk.jobsdb.com/job/77019269
"Business Analyst - Data Migration Project- HKD 35,000 - 55,000/Month",Techforce Group Limited,,False,Hong Kong,Information & Communication Technology,"$35,000 - $50,000 per month",2024-06-22 04:00:00,76743829,https://hk.jobsdb.com/job/76743829
Research Associate (SOL) (Ref.: 24001IJ),Hong Kong Metropolitan University,,False,"Ho Man Tin, Kowloon City District",Science & Technology,,2024-07-16 04:00:00,77279485,https://hk.jobsdb.com/job/77279485
Assistant Business Analyst (Fresh Graduates are welcome)(1),Global Technology Integrator Ltd – GTI,1,False,"Ngau Tau Kok, Kwun Tong District",Information & Communication Technology,,2024-07-11 04:00:00,77181673,https://hk.jobsdb.com/job/77181673
Database Administrator ( RDBMS + Big data ),Expert Systems Limited,7,False,"Kwun Tong, Kwun Tong District",Information & Communication Technology,,2024-06-29 04:00:00,76906105,https://hk.jobsdb.com/job/76906105
"Senior Officer / Assistant Manager, Marketing (CRM)","UNIQLO HONG KONG, LIMITED",5,False,"Tsim Sha Tsui, Yau Tsim Mong District",Marketing & Communications,,2024-07-16 04:00:00,77274270,https://hk.jobsdb.com/job/77274270
"Analyst , Futures & Options/Exchange Traded Derivatives, Business Operations",BOC International Holdings Ltd,2,False,"Sheung Wan, Central and Western District",Banking & Financial Services,,2024-07-13 04:00:00,77236291,https://hk.jobsdb.com/job/77236291
Sales Manager – Renovation Services,Codeco Technology Limited,,True,"Shau Kei Wan, Eastern District",Sales,,2024-07-10 04:00:00,77151213,https://hk.jobsdb.com/job/77151213
Senior / Sales Operations Planning Executive (General Trade),Swire Coca-Cola HK Ltd,2,True,Sha Tin District,Sales,,2024-07-09 04:00:00,77113710,https://hk.jobsdb.com/job/77113710
Senior Finance Analyst,Techtonic Consulting Limited,3,False,"Sai Ying Pun, Central and Western District",Accounting,,2024-07-17 04:00:00,77322579,https://hk.jobsdb.com/job/77322579
"Sustainability Associate, Global Financial Institutions & Banks",ProJOB21.com Ltd,4,False,"Central, Central and Western District",Consulting & Strategy,,2024-07-17 15:00:00,77347278,https://hk.jobsdb.com/job/77347278
Regional Sales Manager 區域銷售經理,帆软软件有限公司,,False,Wan Chai District,Sales,,2024-07-10 04:00:00,77138850,https://hk.jobsdb.com/job/77138850
Research Associate/ Post-doctoral Fellow (Ref.: 200188),Laboratory of Data Discovery for Health Limited,3,False,"Science Park, Tai Po District",Science & Technology,,2024-07-16 04:00:00,77279984,https://hk.jobsdb.com/job/77279984
"Regional Analyst , Business Insight & Sales Planning",Davidoff of Geneva Hong Kong Limited,3,False,"Quarry Bay, Eastern District",Information & Communication Technology,,2024-06-25 04:00:00,76779778,https://hk.jobsdb.com/job/76779778
Senior QA Engineer,ASMPT Technology Hong Kong Limited,3,False,"Tsing Yi, Kwai Tsing District","Manufacturing, Transport & Logistics",,2024-07-03 04:00:00,76978799,https://hk.jobsdb.com/job/76978799
"Data Analyst, Digital Business",Maxim's Caterers Limited,1,False,"Lai Chi Kok, Sham Shui Po District",Information & Communication Technology,,2024-06-21 04:00:00,76703092,https://hk.jobsdb.com/job/76703092
Data and Reporting Analyst (D365 CRM),C & R Holdings Limited,1,False,Kwun Tong District,Information & Communication Technology,,2024-06-22 04:00:00,76749920,https://hk.jobsdb.com/job/76749920
Bioinformatics Analyst,The University of Hong Kong,,True,"Pok Fu Lam, Southern District",Science & Technology,,2024-07-12 04:00:00,77205938,https://hk.jobsdb.com/job/77205938
Senior Business Analyst - Shared Service Application,Maxim's Caterers Limited,3,True,"Lai Chi Kok, Sham Shui Po District",Information & Communication Technology,,2024-07-13 04:00:00,77245449,https://hk.jobsdb.com/job/77245449
Postdoctoral Researcher - Robotics & Embodied Intelligence,"TCL Corporate Research (Hong Kong) Co., Limited",,False,Sha Tin District,Information & Communication Technology,,2024-06-28 04:00:00,76857059,https://hk.jobsdb.com/job/76857059
"AVP/ Senior Associate/ Associate, Specialist, Data/Business Analytics (Campaign",DBS Bank (Hong Kong) Limited,3,True,"Quarry Bay, Eastern District",Banking & Financial Services,$0 - $0,2024-07-09 04:00:00,77122963,https://hk.jobsdb.com/job/77122963
Finance Analyst (Digital),Hong Kong Aero Engine Services Ltd,3,False,"Tseung Kwan O Industrial Estate, Sai Kung District",Accounting,,2024-06-25 04:00:00,76776639,https://hk.jobsdb.com/job/76776639
Finance Director,Brink's Asia Pacific Limited,,False,"Lai King, Kwai Tsing District",Accounting,,2024-07-09 04:00:00,77116192,https://hk.jobsdb.com/job/77116192
Financial Analyst,HGC Global Communications Limited,3,False,"Tsing Yi, Kwai Tsing District",Accounting,,2024-07-13 04:00:00,76817090,https://hk.jobsdb.com/job/76817090
"Officer, Business Analysis (FinTech and Innovation)",United Asia Finance Limited,3,True,"Wan Chai, Wan Chai District",Information & Communication Technology,,2024-07-12 04:00:00,77214529,https://hk.jobsdb.com/job/77214529
Supply Chain Coordinator,Tommy Bahama Global Sourcing Limited,3,False,"Kwun Tong, Kwun Tong District","Manufacturing, Transport & Logistics",,2024-07-13 04:00:00,77255918,https://hk.jobsdb.com/job/77255918
"Senior Business Analyst (6 months contract, Attractive Salary)",RecruitFirst Limited,5,False,Hong Kong Island,Information & Communication Technology,,2024-07-13 04:00:00,77239951,https://hk.jobsdb.com/job/77239951
Digital Marketing Executive (Google / Facebook / YouTube / Brand / CRM),Perfect Medical Health Management Limited,2,False,"Mong Kok, Yau Tsim Mong District","Advertising, Arts & Media",,2024-06-29 04:00:00,76910301,https://hk.jobsdb.com/job/76910301
"Data Analytics Manager / Automation Lead (50k, ETL, Azure Cloud, ERP)",HR Plus (Talent) Limited,4,False,Eastern District,Information & Communication Technology,"$40,000 - $50,000 per month",2024-07-08 04:00:00,75707998,https://hk.jobsdb.com/job/75707998
"SAP System Analyst (Large corporation, 5 days)",Delken Group Limited,8,True,Sha Tin District,Information & Communication Technology,,2024-07-17 04:00:00,77309396,https://hk.jobsdb.com/job/77309396
"Business analyst (digital project, 22k-26k)",Linkers International Limited,2,False,"Kwun Tong, Kwun Tong District",Information & Communication Technology,"$20,000 - $28,000 per month",2024-07-11 04:00:00,77179585,https://hk.jobsdb.com/job/77179585
Project Manager (IT Software Development),APJ Software (Hong Kong) Company Limited,,True,"Kowloon Bay, Kwun Tong District",Information & Communication Technology,"$45,000 - $54,999 per month",2024-07-03 04:00:00,76969496,https://hk.jobsdb.com/job/76969496
Assistant Project Manager (Microsoft Power Platform),Uni-China (Business) Management Limited,5,True,"Tsim Sha Tsui, Yau Tsim Mong District",Information & Communication Technology,,2024-06-28 04:00:00,76860609,https://hk.jobsdb.com/job/76860609
"Senior/Lead Consultant (Java, Perm, Gov projects, 45 - 57K)",Recruit Logic Limited,4,False,"Wan Chai, Wan Chai District",Information & Communication Technology,"$45,000 - $57,000 per month",2024-07-02 04:00:00,76962719,https://hk.jobsdb.com/job/76962719
Principal Business Analyst,HKR International Ltd,3,False,Tsuen Wan District,Information & Communication Technology,,2024-07-10 04:00:00,77136402,https://hk.jobsdb.com/job/77136402
"Logistics Senior Officer/Logistics Analyst (Hybrid Mode, Flexible Working hours)",Konica Minolta Business Technologies Mfg (HK) Ltd,4,False,"Ngau Tau Kok, Kwun Tong District","Manufacturing, Transport & Logistics",,2024-07-17 09:00:00,76248180,https://hk.jobsdb.com/job/76248180
Data Engineer (Insurance Firm),Cornerstone Global Partners,5,False,"Central, Central and Western District",Information & Communication Technology,"$35,000 - $50,000 per month",2024-07-09 04:00:00,77123341,https://hk.jobsdb.com/job/77123341
Programmer / GIS Programmer,Esri China (Hong Kong) Ltd,,False,"Lai Chi Kok, Sham Shui Po District",Information & Communication Technology,,2024-06-29 04:00:00,76912994,https://hk.jobsdb.com/job/76912994
Senior Sustainability Manager,CHOW TAI FOOK JEWELLERY CO LTD,8,False,Central and Western District,Consulting & Strategy,,2024-07-16 04:00:00,77293517,https://hk.jobsdb.com/job/77293517
AI Researcher & Engineer,"Huawei Tech. Investment Co., Ltd",,False,"Science Park, Tai Po District",Information & Communication Technology,,2024-06-28 04:00:00,76860400,https://hk.jobsdb.com/job/76860400
Data Analyst(Power BI) - Leading Firm,KOS International Limited,2,False,Central and Western District,Information & Communication Technology,"Bouns, Medical, AL, MPF ",2024-06-20 04:00:00,76683966,https://hk.jobsdb.com/job/76683966
(Senior) Data Analyst (Ref no: PH2314-JDB) [Fresh graduate Welcome!],Search & Select International Limited,1,False,Hong Kong,Information & Communication Technology,,2024-06-20 04:00:00,76675071,https://hk.jobsdb.com/job/76675071
Lead Data Engineer,Michael Page International (HK) Ltd,,False,Islands District,Information & Communication Technology,$45k - $63k p.m. + discretionary bonus,2024-07-10 04:00:00,77151137,https://hk.jobsdb.com/job/77151137
Customer Engagement Manager (FMCG | Non-manufacturing based company),Frieslandcampina (Hong Kong) Limited,2,False,"Mong Kok, Yau Tsim Mong District",Marketing & Communications,,2024-07-09 04:00:00,77113415,https://hk.jobsdb.com/job/77113415
Senior Business Analyst - GenAI Projects - Telecommunications,TEKsystems,5,False,"Quarry Bay, Eastern District",Information & Communication Technology,"$38,000 - $50,000 per month",2024-07-14 04:00:00,77267253,https://hk.jobsdb.com/job/77267253
Programmer,Global Smart Development Limited,2,False,"Lai Chi Kok, Sham Shui Po District",Information & Communication Technology,,2024-06-29 04:00:00,76913258,https://hk.jobsdb.com/job/76913258
Product Manager / Assistant Product Manager (Data Center and Cloud Services),HGC Global Communications Limited,5,False,"Tsing Yi, Kwai Tsing District",Information & Communication Technology,,2024-07-13 04:00:00,77250018,https://hk.jobsdb.com/job/77250018
Senior Credit Analyst,Bangkok Bank Public Co Ltd,8,False,"Central, Central and Western District",Banking & Financial Services,,2024-06-28 04:00:00,76862598,https://hk.jobsdb.com/job/76862598
Senior Facility Manager (Electrical),Newtech Facilities Management Limited,,False,"Kowloon Bay, Kwun Tong District",Engineering,,2024-06-30 04:00:00,76931647,https://hk.jobsdb.com/job/76931647
Oracle System Analyst (VCO260/J25),VTECH Corporate Services Ltd,5,False,Tai Po District,Information & Communication Technology,,2024-07-17 04:00:00,77305597,https://hk.jobsdb.com/job/77305597
DATA ENGINEERING LEAD,Cathay Pacific Airways Ltd,5,True,"Tung Chung, Islands District",Information & Communication Technology,,2024-07-11 04:00:00,77166143,https://hk.jobsdb.com/job/77166143
Data Analyst - Sales Controlling,Super Dry China Limited,1,False,"Kwun Tong, Kwun Tong District",Information & Communication Technology,,2024-06-29 04:00:00,76895206,https://hk.jobsdb.com/job/76895206
Business Analyst (Digital Platform) / Digital Forwarding Team (WFH Policy),Yusen Logistics Global Management Limited,2,False,"Kwai Hing, Kwai Tsing District",Information & Communication Technology,,2024-07-13 04:00:00,77252169,https://hk.jobsdb.com/job/77252169
Product Consultant,Gain Miles Assurance Consultants Limited,1,False,"Kwun Tong, Kwun Tong District",Insurance & Superannuation,,2024-06-29 04:00:00,76912311,https://hk.jobsdb.com/job/76912311
Analyst Programmer / Senior Analyst Programmer,Hong Leong Insurance (Asia) Limited,1,False,"North Point, Eastern District",Information & Communication Technology,,2024-07-17 04:00:00,77305824,https://hk.jobsdb.com/job/77305824
System Analyst - Financial Services - C# & AI Solution,ConnectedGroup Limited,5,False,Central and Western District,Information & Communication Technology,,2024-07-16 04:00:00,77293033,https://hk.jobsdb.com/job/77293033
Customer Insights Senior Analyst,DFI Development (HK) Limited,,False,"Quarry Bay, Eastern District",Marketing & Communications,,2024-07-11 04:00:00,77173367,https://hk.jobsdb.com/job/77173367
"Insurance Company, Data Centre Operator, 2 Months Bonus",Beehire Personnel Limited,,True,Wan Chai District,Information & Communication Technology,,2024-07-17 19:00:00,77353645,https://hk.jobsdb.com/job/77353645
Equities Sales – Equities Department,CMB International Capital Corporation Limited,5,False,"Central, Central and Western District",Banking & Financial Services,,2024-06-29 04:00:00,76905883,https://hk.jobsdb.com/job/76905883
Analyst Programmer/ Programmer (Web/ Mobile),A&A Limited,3,False,Kwun Tong District,Information & Communication Technology,,2024-06-28 04:00:00,76866845,https://hk.jobsdb.com/job/76866845
Business Analyst - Front office/ Middle office (project base),Robert Walters (HK) Ltd,2,True,Central and Western District,Information & Communication Technology,,2024-07-10 04:00:00,77159993,https://hk.jobsdb.com/job/77159993
(Senior/ Junior) Business Analyst,NVD Asia Logistics Hong Kong Limited,,False,Wan Chai District,Information & Communication Technology,,2024-07-09 04:00:00,77121166,https://hk.jobsdb.com/job/77121166
"Senior Coordinator, Logistics Operations",SF Supply Chain (Hong Kong) Limited,2,False,"Tsing Yi, Kwai Tsing District","Manufacturing, Transport & Logistics",,2024-07-17 04:00:00,77323208,https://hk.jobsdb.com/job/77323208
Officer - Credit Policy & Analytics Department,Chong Hing Bank Ltd,1,True,"Kowloon Bay, Kwun Tong District",Banking & Financial Services,,2024-07-16 04:00:00,77278734,https://hk.jobsdb.com/job/77278734
Financial Analyst (FP&A) | MNC,Morgan Half International (Hong Kong) Limited,2,False,"Hung Hom, Kowloon City District",Accounting,"$35,000 - $40,000 per month",2024-07-14 04:00:00,77266477,https://hk.jobsdb.com/job/77266477
"Business Analyst, Cyber Security Projects",Aston Carter,,False,"Central, Central and Western District",Information & Communication Technology,,2024-07-09 04:00:00,77123093,https://hk.jobsdb.com/job/77123093
"Business Analyst (Bank, Welcome Fresh Grad)",PERSOLKELLY Hong Kong Limited,0,False,"Quarry Bay, Eastern District",Information & Communication Technology,,2024-07-09 04:00:00,77109303,https://hk.jobsdb.com/job/77109303
Business Data Analyst (Finance- related),ELEVATE Hong Kong Holdings Limited,2,False,"Quarry Bay, Eastern District",Accounting,,2024-06-18 04:00:00,76112594,https://hk.jobsdb.com/job/76112594
Data Analyst,Animoca Brands Limited,2,False,Hong Kong,Information & Communication Technology,,2024-06-18 04:00:00,76304988,https://hk.jobsdb.com/job/76304988
Quality Assurance Manager,China Aircraft Services Limited,3,False,"Airport Area, Islands District","Manufacturing, Transport & Logistics",,2024-07-17 15:00:00,77346754,https://hk.jobsdb.com/job/77346754
Insurance Claims Handler / Loss Adjuster,Toplis & Harding (Hong Kong) Limited,1,False,"Kwun Tong, Kwun Tong District",Insurance & Superannuation,,2024-06-28 04:00:00,76873982,https://hk.jobsdb.com/job/76873982
Manager - Rewards,CITIC Pacific Limited,8,False,"Admiralty, Central and Western District",Human Resources & Recruitment,,2024-06-29 04:00:00,76906778,https://hk.jobsdb.com/job/76906778
Data Analyst / Junior Data Analyst,Bank of China (Hong Kong) Limited,3,True,Hong Kong,Information & Communication Technology,,2024-06-18 04:00:00,75967158,https://hk.jobsdb.com/job/75967158
Senior Digital Marketer,BioMed Technology Holdings Limited,3,False,"Chai Wan, Eastern District",Marketing & Communications,"$20,000 - $28,000 per month",2024-06-18 04:00:00,76562840,https://hk.jobsdb.com/job/76562840
Regional Finance Director,VEGA Global Limited,1,False,"Kwai Chung, Kwai Tsing District",Accounting,,2024-07-06 04:00:00,77078367,https://hk.jobsdb.com/job/77078367
AVP - Financial Planning & Analysis (FP&A) - Corporate Banking,BDO Financial Services Limited,5,False,"Quarry Bay, Eastern District",Accounting,"$55,000 - $65,000 per month",2024-07-17 04:00:00,77313261,https://hk.jobsdb.com/job/77313261
"Manager, Business Consultant",Goldfinity Company Limited,8,False,Hong Kong Island,Consulting & Strategy,"$70,000 - $80,000 per month",2024-06-28 04:00:00,76866243,https://hk.jobsdb.com/job/76866243
Financial Planning and Analysis (FP&A) Manager,VEGA Global Limited,8,False,Kwai Tsing District,Accounting,,2024-07-06 04:00:00,77078637,https://hk.jobsdb.com/job/77078637
