Title,Company,Min. Years of Exp. Required,Fresh Grad/Less Exp.,Location,Classification,Salary,Posted Date,Job ID,URL
Environmental Consultant - EM&A,Fugro Technical Services Limited,7,True,"Kwai Hing, Kwai Tsing District",Consulting & Strategy,,2024-07-03 06:00:00,76974932,https://hk.jobsdb.com/job/76974932
"(Assistant) Environmental Consultant, Environment (Air Quality & Noise)",Aecom Asia Company Limited,3,False,Sha Tin District,Engineering,,2024-06-18 06:00:00,74156873,https://hk.jobsdb.com/job/74156873
System Analyst,BBMSL Limited,,False,Tsuen Wan District,Information & Communication Technology,,2024-07-12 06:00:00,77204587,https://hk.jobsdb.com/job/77204587
Assistant Surveyor (Site Investigation),Fugro Geotechnical Services Limited,2,False,"Kwai Hing, Kwai Tsing District",Engineering,,2024-06-26 06:00:00,76814746,https://hk.jobsdb.com/job/76814746
Environmental Officer (EO),China Road and Bridge Corporation - HeadOffice,5,False,"Kowloon Tong, Kowloon City District",Construction,,2024-07-10 06:00:00,77139286,https://hk.jobsdb.com/job/77139286
"Senior Officer / Officer, System Analyst",The Great Eagle Co Ltd,3,True,"Wan Chai, Wan Chai District",Information & Communication Technology,,2024-07-12 06:00:00,77219101,https://hk.jobsdb.com/job/77219101
Term Lecturer,Vocational Training Council / VTC,,False,Hong Kong,Education & Training,,2024-06-20 06:00:00,76687082,https://hk.jobsdb.com/job/76687082
Chainman,China Road and Bridge Corporation - HeadOffice,,False,New Territories,Construction,,2024-07-10 06:00:00,77149090,https://hk.jobsdb.com/job/77149090
"Engineer, Transportation (Design/ Site)",Aecom Asia Company Limited,4,False,Sha Tin District,Engineering,,2024-07-17 06:00:00,76027399,https://hk.jobsdb.com/job/76027399
Product Manager,Maphive Technology Limited,3,False,"Lai Chi Kok, Sham Shui Po District",Information & Communication Technology,,2024-07-11 06:00:00,77183384,https://hk.jobsdb.com/job/77183384
"Assistant Digital Engineer, Front End",Hip Hing Construction Co Ltd,2,False,Hong Kong,Engineering,,2024-07-03 06:00:00,76972367,https://hk.jobsdb.com/job/76972367
Senior BIM Coordinator,Wings & Associates Consulting Engineers Limited,5,False,"Kwun Tong, Kwun Tong District",Engineering,,2024-07-05 06:00:00,77045519,https://hk.jobsdb.com/job/77045519
Landscape Officer / Assistant Arborist,Wing Ho Yuen Landscaping Company Limited,3,True,Hong Kong Island,"Farming, Animals & Conservation",,2024-07-17 06:00:00,77320000,https://hk.jobsdb.com/job/77320000
Geotechnical Engineer,Adrian Construction Limited,,False,Yuen Long District,Engineering,,2024-07-04 06:00:00,77015491,https://hk.jobsdb.com/job/77015491
BIM Team Leader/ BIM Coordinator,Ming Hing Waterworks Engineering Co Ltd,3,False,Hong Kong,Engineering,,2024-07-04 06:00:00,77009864,https://hk.jobsdb.com/job/77009864
Application Consultant Trainee (Fresh Graduates of 2024 are welcome),Forida Limited,,False,"Lai Chi Kok, Sham Shui Po District",Information & Communication Technology,,2024-07-03 06:00:00,76973161,https://hk.jobsdb.com/job/76973161
Land Surveyor / Assistant Land Surveyor,China State Construction Engineering (Hong Kong) Limited,8,True,Hong Kong,Construction,,2024-06-19 06:00:00,76645321,https://hk.jobsdb.com/job/76645321
"Analyst Programmer (C++, PHP, JavaScript)",Taylor Coulter,,False,"Tsim Sha Tsui, Yau Tsim Mong District",Information & Communication Technology,,2024-07-16 06:00:00,77289406,https://hk.jobsdb.com/job/77289406
AECOM 2024 Hong Kong Summer Internship Program,Aecom Asia Company Limited,,False,Sha Tin District,Engineering,,2024-06-29 06:00:00,74642640,https://hk.jobsdb.com/job/74642640
Field Assistant,Lanon Development Limited,1,True,"Tsuen Wan, Tsuen Wan District",Construction,,2024-06-22 06:00:00,76733613,https://hk.jobsdb.com/job/76733613
Smart Mobility - Associate Principal Engineer/Lead Engineer/Engineer,Hong Kong Applied Science and Technology Research Institute Company Limited,3,False,Sha Tin District,Engineering,,2024-06-28 06:00:00,76868948,https://hk.jobsdb.com/job/76868948
Analyst Programmer (C/C++/Python),CL Technical Services Ltd.,3,False,"Tsim Sha Tsui, Yau Tsim Mong District",Information & Communication Technology,"$40,000 - $48,000 per month",2024-06-29 06:00:00,76898028,https://hk.jobsdb.com/job/76898028
BIM Manager/BIM Engineer/BIM Modeller/BIM Coordinator/BIM Tutor (Builder/MEP),Llewellyn and Partners Company Limited,,False,Sha Tin District,Construction,,2024-07-03 06:00:00,76985475,https://hk.jobsdb.com/job/76985475
System Analyst / Senior System Analyst (IT System Development),Shanghai Commercial Bank Ltd,5,False,"Kwai Hing, Kwai Tsing District",Information & Communication Technology,,2024-07-06 06:00:00,74668135,https://hk.jobsdb.com/job/74668135
5G/6G Protocol & Application Software Design - Snr Lead Engineer / Snr Engineer,Hong Kong Applied Science and Technology Research Institute Company Limited,3,False,Sha Tin District,Information & Communication Technology,,2024-06-28 06:00:00,76868545,https://hk.jobsdb.com/job/76868545
Graduate Environmental Consultant (Waste & Sustainability),Aecom Asia Company Limited,,False,Sha Tin District,Engineering,,2024-06-18 06:00:00,74156861,https://hk.jobsdb.com/job/74156861
"Analyst, IT Project Management (1-year contract)",The Hong Kong Jockey Club,2,False,Sha Tin District,Information & Communication Technology,,2024-07-03 06:00:00,76982870,https://hk.jobsdb.com/job/76982870
Smart Mobility - Simulation - Senior Engineer / Engineer / Engineering Associate,Hong Kong Applied Science and Technology Research Institute Company Limited,,False,Sha Tin District,Information & Communication Technology,,2024-06-28 06:00:00,76869439,https://hk.jobsdb.com/job/76869439
